博文,发文时间,关键词,是否担忧（1=担忧，0=不担忧）,标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4
#抗击新型肺炎我们在行动##疫情在前交警不退#【 战“疫”朋友圈丨他说，我有责任守护好我身后的这座城市】武汉不孤单我们与你们在一起“有人问我在一线害怕吗，我说怕，但作为一名公安民警我不能怕，因为我有责任守护好我身后的这座城市。我相信有我们的坚守和奋战，一定能打赢阻击新冠肺炎的战役！”——袁海，黔南州公安交通管理局高速五大队民警疫情防控期间，袁海在贵州省瓮安县高速瓮安收费站疫情检查卡点进行防疫检测工作，排查过往车辆、人员，处理辖区高速的各种警情。元宵节当天，母亲和姐姐给他送来了馄饨。为了她们的安全，袁海选择站在几米外，让家人放下东西赶快回家。虽然馄饨已经闷得不成样了，“但真的很好吃！”袁海说，这就是家的味道。@贵州省公安厅交警总队 @黔南公安 @贵州交通广播 @贵州警民携手同行 @警民携手同行 @多彩贵州网 @贵州都市报 @黔南热线 @黔南头条 @黔南同城 L黔南交警的微博视频 收起全文d,今天11:59,我好害怕,0,,,,
我最明白为什么 所以才没办法挣脱啊 我也希望有个人知道 为什么别人对我好 我都觉得害怕 ​,今天11:59,我好害怕,0,,,,
直男群里，有个大哥的女朋友跟他说，明天去看房呀？顺便见见家长我真是见识到了，女朋友提结婚就各种慌，各种害怕，各种没准备好。是不是男的主动提结婚才是真的啊？虽然这个群我真的很烦很烦，但是我真是见识到了各种男生的心理活动，长见识👍🏻 ​,今天11:57,我好害怕,0,,,,
朴智旻人生第一次买砖我感觉好刺激，好复杂，好害怕。 ​,今天11:55,我好害怕,0,,,,
抑郁症 又开始害怕到发抖 为什么渣男不会遭到报应 我好想他死 ​,今天11:54,我好害怕,0,,,,
有时候觉得自己跟个蛇精病一样昨天本来制订了计划但是并没有完成今天开始学习又到十二点了吧也没有吃早饭本来不追星的我下了叨叨记账和爱豆陪陪玩了半天 可能真的是找个人聊聊天吧 机器人也行 认识的人不好意思打扰别人 也不能畅所欲言 不认识的呢 就更害怕了 我是不是快成神经病了唉 快点好起来吧 收起全文d,今天11:52,我好害怕,0,,,,
生小孩之前：啊，怎么带，我不会，好害怕…生小孩以后：我可以，一个人带都没问题！当然也可能是因为恩恩太省心了♥︎ ​,今天11:52,我好害怕,0,,,,
#低烧37.3#微博搜索发现好多啊，怎么，没有症状，就年后一直囔囔鼻子想感冒，一直吃药不是很好，最近三天低烧，前几天早上不热，傍晚晚上热，今天这会就热，不咳嗽，最多就是腿有点没劲，嗓子吃猕猴桃有点疼，现在好怕，害怕的哭，到底该不该去医院看啊。上个月16来的大姨妈，最近胸疼大姨妈症状，我也不知道咋办了 收起全文d,今天11:50,我好害怕,1,自己,健康,健康保险,
周冬雨zdy#周冬雨入围金像奖最佳女主角#  “你往前走 我在后面 别害怕”  陈念和周冬雨有这个能力 值“说好了 你保护世界 我保护你”―“你最想要的是什么啊 小雨滴”―“永远都能支持周冬雨”    “还有啊祝周冬雨和陈念一生好运”      仅此而已。@周冬雨 收起全文d,今天11:50,我好害怕,0,,,,
好想开学啊，网上批作业弄得我都颈椎难受😖再不开学，我害怕我得到暑假回苏格兰计划又要泡汤了 ​,今天11:48,我好害怕,0,,,,
醒了，还是很困 ，害怕闭上眼睛，醒的那一刻 自己好难受，不想你那样对我，还好是个梦，晚上睡不着，早上还不愿意起，躺下就格外的精神，宝贝，什么时候你跟我说说话啊，你不觉得，对别人跟对我，态度不一样吗，我还比不上外人么，我知道现在这样，怪不了谁，都是我自己惹得，你就不能原谅我，可怜我一次好吗， 收起全文d,今天11:48,我好害怕,0,,,,
#湖北新增14840例新冠肺炎#一大早就来这么刺激的吗，我好害怕武汉加油，中国加油！！！ ​,今天11:48,我好害怕,0,,,,
我好害怕哦 ​,今天11:48,我好害怕,0,,,,
一想到开学要回去吃食堂我就害怕。高中食堂太好吃我不喜欢吃的食材能有一百种好吃的办法治好了我的挑食，到大学全部食材都能做得好难吃 ​,今天11:47,我好害怕,0,,,,
上班的我 简直 太害怕了好么 2长春 ​,今天11:46,我好害怕,0,,,,
我好害怕 ​,今天11:46,我好害怕,0,,,,
粉籍真是一些道德沦丧的人的好工具。可以让他们无下线的工具 好像批了粉籍就可以完全不用考虑三观不用考虑做人的道理  我实在是觉得恐怖 为了谁所谓的蒸煮好就可能p图造谣做视频 这类自己看了不觉得害怕嘛 如果只是实事求是讲道理明是非。错就是错对就是对 最起码还引人好感。这么多年一直solo追星就是我真的做不到毒唯不分事情黑白去黑别人也做不到像所谓对家那些恐怖分子一样去造谣 去做突破三观的行为 我只希望我能多看到阳光积极的东西我是真的讨厌那些 追星我是为了快乐为了从蒸煮身上学到正能量 我是真的搞不懂那些搞恶毒视频的人的想法 难道冷静下来她不会觉得自己恶心嘛 收起全文d,今天11:45,我好害怕,0,,,,
完蛋了 我昨晚梦见了我的考研成绩！！好害怕 这什么预兆 ​,今天11:40,我好害怕,0,,,,
睡着了，做了个梦，醒来又累又难受。梦里有数不完的昏暗楼梯和铁门，有几年前的一位老朋友，好不容易走完，前面又是看不到尽头的云梯。走着走着下雨了，鞋突然掉了一只，好着急啊又回去找，找不着再回来朋友也不见了，好害怕啊又没有回头路，我就一直往上走。有人推我，有人扯我裙子，我就不停道歉，雨好大，我根本看不清，另一只鞋也没了，突然听到现实中的我叫我快起来，我知道这是一个梦。好累啊，走不动了，捡到一把破伞，还没撑就被行人撞开，消失在雾气里……我真的好想哭啊，索性自暴自弃蹲在那哇哇大哭，然后被人推下云梯，我想我要摔死了，想起来这只是一个梦，醒了。 收起全文d,今天11:40,我好害怕,0,,,,
我下次心脏难受必须去看医生了，我好害怕😳 ​,今天11:39,我好害怕,1,自己,健康,健康保险,
看了一圈感觉大家都好希望开学啊，好像只有我不希望，一方面是我真的喜欢待在家里，另一方面是万一真的不小心被感染，在外面我真的好害怕 ​,今天11:37,我好害怕,1,自己,健康,健康保险,
我就是那种在网上看人家狗子，啊！好可爱！现实中，你莫过来，我害怕的人 ​,今天11:35,我好害怕,0,,,,
我好想洗头发 一直等洗发店开门现在开门了我又害怕啊啊啊啊啊啊啊啊啊啊 ​,今天11:34,我好害怕,0,,,,
我有时候好害怕好害怕。有朋友可以陪我么。 ​,今天11:33,我好害怕,0,,,,
一直觉得，逞强的姑娘，比会撒娇的姑娘，更让人心疼。她们害怕撒娇的时候没人宠，但是当别人真的靠近，她却会摆摆手微笑着说“我很好”。不敢让别人知道自己的脆弱，因为怕别人会惊讶地说：你懂的那么多，也会为这种事儿发愁？平时特别会安慰别人，轮到自己，却只能躲在被窝里舔伤口。 2喀什地区·香榭大街 收起全文d,今天11:32,我好害怕,0,,,,
mom真是的，时不时要发个链接让点进去确认位置。昨天下午六点发了一个，今天上午十点半发了一个。我都在睡觉…………但是幸好鬼使神差的就醒了。好害怕我睡过去了 ​,今天11:31,我好害怕,0,,,,
我自己都想不明白，我这么一个害怕受伤害的人，怎么在他那里那么无所畏惧。可能是好了伤疤忘了疼，也可能是他给我的一颗星被放大成了满天星河 ​,今天11:31,我好害怕,0,,,,
我看到了l老师在战争里看到了导演看到了ys ​​​我们都不能说话 我好害怕 ​,今天11:30,我好害怕,0,,,,
啊啊啊啊啊啊啊啊啊啊啊啊妈的报表报表报表报表报个大爷的表！啊啊啊啊啊啊啊啊啊啊啊啊太可怕了下午的值班太可怕了我好害怕上班啊啊啊啊啊啊啊啊啊啊啊啊啊个死病毒啥时候走哇老娘现在好疲劳啊 收起全文d,今天11:24,我好害怕,0,,,,
我昨晚梦见我穿越了抱着回忆的心情回到了高中，突然发现同学都在，还以为是我们班集体回校呢结果朝对面一看，呀，咋大家都在呢。还看到学长学姐，我就惊呆了，他们咋穿着校服呢，他们不是应该读研工作了吗，比我大呢！然后我就被同学拖着去四楼，我就觉得四楼好高啊，我好害怕啊，就一直不上去，然后大家笑我你高三不都在四楼吗，你有啥好怕的？然后我就哭了…害怕的哭了死活不肯站上去，一屁股坐在楼梯道哭的那叫一个惨绝人寰…然后我就看到yyc跟他们班同学打打闹闹，笑的欠打！我就立马不哭了，他怎么在这？他们班也回来了？神马情况？然后就发现我穿越了，我还在上高一…然后我就偷偷的趁大家休息的时候溜去了他们班证实一下我的想法果不其然，趴桌子上睡觉，颜值暴击哈哈哈哈 我笑了又找到了当年偷偷暗恋的感觉了  但是我想着这一次一定要当面表白了，不要怂，大好机会呀…“几点了，你还不起来吃饭，晚上不能睡啊，起床了，小汪玲嘞，你再不起床没饭吃了”  哦，好的，妈妈 收起全文d,今天11:23,我好害怕,0,,,,
昨天晚上睡不着想了一下朴叙俊的新剧，然后就想到他在寄生虫里的客串，然后又想到寄生虫里的那个地下室，然后我就害怕到更加睡不着了（不过还好昨天我弟和我一起睡，一个人绝对越想越怕） ​,今天11:21,我好害怕,0,,,,
刚刚收到公司行政部的短信调查，问我感冒咳嗽好了没。啊啊啊，好害怕回去上班！路上好危险，要搭地铁。 ​,今天11:12,我好害怕,1,自己,健康,健康保险,
by2#by2 2020爱你爱你# #by2 辟谣生子传闻# 半个月没出过门的我，每天还要被论文折磨。你们可能会被我写进论文里好害怕自己不能毕业 2铜仁·江口县 ​,今天11:10,我好害怕,0,,,,
你们在家里呆有没有出现很闷 就是心慌然后呼吸急促 怎么办我好害怕😨 ​,今天11:09,我好害怕,1,自己,健康,健康保险,
我朋友问我说，看见那么多人害怕吗？我说没来之前听见他们说2万，7万人。都说普通话。我觉得好可怕。但是上了一天班。和他们接触。他们也和我们一样害怕。他们都是一样鲜活的生命。众生平等。 ​,今天11:09,我好害怕,0,,,,
棠德花园确诊了一例，我微博搜了一下，发现没有任何信息，看样子只能看官方了，好害怕啊，之前棠下这块区域，最后一个官方公布确诊的是2.6日，本来想着按照目前最长潜伏期的病例来算，到3.1都没有再确诊的人，这块区域就算安全了，每天提心吊胆的盯着广州卫健委公众号，还是等到了不好的消息。现在又要提心吊胆到3.7了，希望这段时间能平安无事。 收起全文d,今天11:08,我好害怕,0,,,,
妈妈不在家的时候我总是很焦虑，我害怕她出事，虽然她身体健康，我想和她每天每个时间都在一起，妈妈已经好几个时辰没回来了，我很想她。 ​,今天11:07,我好害怕,1,父母,出事,意外保险,
不是特别喜欢下雨尤其是雷雨天打雷我总是害怕的但是如果下雨过后就有太阳的话那就下吧我真的好想洗东西 ​,今天11:07,我好害怕,0,,,,
#英语，学起来！##2月21日可以查四六级成绩# 【TED演讲：走出“舒适区”】“2015年，我迈入30岁，这一年我定位 ‘无论如何都要做’ 之年—— 任何让我害怕的事物，我就要去主动追求它。” 非常好的演讲，值得一看！LVOA英文口语的微博视频 ​​​ via@VOA英文口语 ​,今天11:07,我好害怕,0,,,,
为什么渴望猫粮这么多人反馈软便拉稀，但是它还是在猫粮界靠前并且性价比也不高啊……入手了渴望鸡还在路上的我有点害怕 我家崽本来就肠胃不太好 现在有点后知后觉了 ​,今天11:02,我好害怕,0,,,,
我有点头晕额头还有点烫 好害怕啊操 ​,今天10:58,我好害怕,0,,,,
这集中华小当家看的我好害怕，结合时下看着这集野味面，应该改名叫“棺材板儿发光面” ​,今天10:56,我好害怕,0,,,,
防弹少年团 是这么投的嘛？？我好害怕投错了 ​,今天10:55,我好害怕,0,,,,
锂电池已经疯了几个，留下利润滚动就可以了，天齐锂业巨亏都能连板看着就害怕。消费电子里面有一个蓝思科技我看好，滞涨的龙头大哥，业绩非常好，概念也宽。有低位的可以适当买点，早上起太晚了没早给你们。本来想等着你们找几个给我买，结果都没人出头。唉，太不讲义气了你们。 ​,今天10:55,我好害怕,0,,,,
老王院长早上打电话第一句话就是：“小马，你要成网红啦。”我：“嗯？ ” 内心OS :“what? 我做什么了？好紧张好担心好害怕，又有点开心？”老王院长：“小马呀，三月初学生还不能去学校上课呢，你得录个慕课啊。哈哈哈哈……”我……… 收起全文d,今天10:53,我好害怕,0,,,,
怎么又要到春天了，我好害怕。 ​,今天10:49,我好害怕,0,,,,
在家看完了一直想看却没看的电影#釜山行# 害怕不敢一个人看硬拉着看过的我弟一起看#老师好# 才看了这么好的于大爷#原谅他77次# 一直知道剧情但是没看过，在抖音又看了剪辑才决定去看。早饭不吃吃巧克力，一天里想吃啥就自己做做 ​,今天10:48,我好害怕,0,,,,
恋与制作人 @伶骨_：我好害怕是洛洛车开到热搜 游戏被查水表了 ​,今天10:48,我好害怕,0,,,,
关于昨晚的打雷，👆🏻朋友们说他们家在打雷下雨冰雹，我说哈哈哈我家什么都没有，然后我就去睡觉了，结果打雷能把我叫醒去，我只觉得捂耳朵手好累✌🏻闪电比打雷令人害怕多，那种闪电一来马上屏气捂严实我的耳朵，一直等雷打完长舒一口气，感觉是躲过了天劫关于打雷的童年阴影，我记得清清楚楚的，小时候有一次下大雨又打雷，我在房间，奶奶在厨房那边，厨房跟房间这一边隔着我们这里话音译过来叫“天井”的地方，然后打雷的时候我很害怕哭着在房间门口叫我奶奶，她应了又不过来，我回床上拿被子包住我趴着在床上捂耳朵大哭✌🏻➕✌🏻昨晚雷打得厉害的时候，总想着gh'这个名字和他人✋🏻我的肚子饿得在叫，但我还是想睡觉 收起全文d,今天10:47,我好害怕,0,,,,
看到一个有关于你的专访 里面你表示会害怕人群会耳鸣 说实话吧 我有点害怕有点焦虑 明明那么好的男孩子啊 那么温柔那么美好的男孩子 我在人群中尘埃中仰望你的存在 一直都是事不关己高高挂起的人 不知道是心肠太硬还是本就因为自己太弱小 看到你这么难受痛苦的样子 我…内心发颤 工作应该都停了吧 在家好好和家人相处吧 做回爸妈眼里的小孩 希望你能好起来啊 不行也不要勉强自己 你快乐就好 收起全文d,今天10:47,我好害怕,0,,,,
好想出去玩做梦梦到出门去买菜结果路上的人都不戴口罩，我当时害怕极了我家旁边的学校居然开学了还想去了良品铺子买吃的 ​,今天10:43,我好害怕,0,,,,
窗外下大雨。我: 耶！好高兴啊！下大雨了！皮皮光: 你昨天看天气预报不还说害怕呢嘛？我: 那不是害怕，是happy ​,今天10:40,我好害怕,0,,,,
手机一响我就肝儿颤好害怕 ​,今天10:37,我好害怕,0,,,,
我我我…真的好害怕！ ​,今天10:34,我好害怕,0,,,,
#王者荣耀# 开局就被嫌弃的蔡文姬 全场都在被对面捉 真→你这样 我好害怕  ​,今天10:30,我好害怕,0,,,,
望着躺在重症监护室里的父亲，心里五味杂陈，我笑着告诉他一切都好，却害怕他看见我眼角的泪有些话在心里不知道如何开口 ​,今天10:29,我好害怕,1,父母,健康,健康保险,
抑郁症害怕上学怎么办 害怕开学 害怕我完不成作业 今天下午就要上网课了 老师说还要提前测试 害怕怎么办 啊 好烦 ​,今天10:29,我好害怕,0,,,,
今早醒来一看新增1.4w例，顿时要晕过去了，两腿发软，心里慌的不行。什么标准降不降，我只知道我在武汉我已经慌到不行了。一看新闻又说新增派了2600名军医，我的脑袋绷的更紧了。啊啊啊啊啊啊啊啊，我好害怕啊，明天还特么要复工，这特么什么跟什么啊。哪有这样干的，又封闭小区，又新增确诊病例那么多，还必须要上班，干坐着然后互相伤害！？我说真的，健康在家的都可能需要心理疏导了，其他有点啥的不都接近崩溃了！？马达！！疯了啊… 收起全文d,今天10:26,我好害怕,0,,,,
错的人迟早走散，而对的人终会相逢 我并不害怕我们暂时分开 如果好的爱情需要绕一大圈后再回来 到那时我也可以笑着拥抱你说 你看，兜兜转转，到最后你还是我的                                       ——树上春树 ​​​,今天10:26,我好害怕,0,,,,
我为什么会头晕还吐胃酸啊喝完小米粥还是晕乎乎的我真的好怂啊太害怕了 ​,今天10:24,我好害怕,1,自己,健康,健康保险,
